Zipcode,ZipCodeType,City,State,LocationType
62573,STANDARD,HEMAN,IL,ACCEPTABLE
62601,STANDARD,ALEXANDER,IL,PRIMARY
62610,PO BOX,ALSEY,IL,PRIMARY
62611,STANDARD,ARENZVILLE,IL,PRIMARY
62612,STANDARD,ASHLAND,IL,PRIMARY
62612,STANDARD,NEWMANSVILLE,IL,ACCEPTABLE
62612,STANDARD,PRENTICE,IL,ACCEPTABLE
62612,STANDARD,YATESVILLE,IL,ACCEPTABLE
62613,STANDARD,ATHENS,IL,PRIMARY
62613,STANDARD,FANCY PRAIRIE,IL,ACCEPTABLE
62615,STANDARD,AUBURN,IL,PRIMARY
62617,STANDARD,BATH,IL,PRIMARY
62617,STANDARD,LYNCHBURG,IL,ACCEPTABLE
62617,STANDARD,SNICARTE,IL,ACCEPTABLE
62618,STANDARD,BEARDSTOWN,IL,PRIMARY
62621,STANDARD,BLUFFS,IL,PRIMARY
62621,STANDARD,EXETER,IL,ACCEPTABLE
62622,PO BOX,BLUFF SPRINGS,IL,PRIMARY
62624,STANDARD,BROWNING,IL,PRIMARY
62624,STANDARD,BADER,IL,ACCEPTABLE
62624,STANDARD,BLUFF CITY,IL,ACCEPTABLE
62624,STANDARD,SHELDONS GROVE,IL,NOT ACCEPTABLE
62625,STANDARD,CANTRALL,IL,PRIMARY
62626,STANDARD,CARLINVILLE,IL,PRIMARY
62626,STANDARD,COMER,IL,ACCEPTABLE
62626,STANDARD,ENOS,IL,ACCEPTABLE
62626,STANDARD,WOMAC,IL,ACCEPTABLE
62627,STANDARD,CHANDLERVILLE,IL,PRIMARY
62627,STANDARD,PANTHER CREEK,IL,ACCEPTABLE
62628,STANDARD,CHAPIN,IL,PRIMARY
62628,STANDARD,BETHEL,IL,NOT ACCEPTABLE
62629,STANDARD,CHATHAM,IL,PRIMARY
62630,STANDARD,CHESTERFIELD,IL,PRIMARY
62630,STANDARD,HAGAMAN,IL,ACCEPTABLE
62631,STANDARD,CONCORD,IL,PRIMARY
62633,STANDARD,EASTON,IL,PRIMARY
62633,STANDARD,BIGGS,IL,ACCEPTABLE
62633,STANDARD,POPLAR CITY,IL,ACCEPTABLE
62634,STANDARD,ELKHART,IL,PRIMARY
62634,STANDARD,BROADWELL,IL,ACCEPTABLE
62635,STANDARD,EMDEN,IL,PRIMARY
62638,STANDARD,FRANKLIN,IL,PRIMARY
62638,STANDARD,CLEMENTS,IL,ACCEPTABLE
62638,STANDARD,REES,IL,ACCEPTABLE
62639,STANDARD,FREDERICK,IL,PRIMARY
62640,STANDARD,GIRARD,IL,PRIMARY
62640,STANDARD,MCVEY,IL,ACCEPTABLE
62640,STANDARD,STANDARD CITY,IL,ACCEPTABLE
62642,STANDARD,GREENVIEW,IL,PRIMARY
62642,STANDARD,HUBLY,IL,ACCEPTABLE
62642,STANDARD,SWEET WATER,IL,ACCEPTABLE
62643,STANDARD,HARTSBURG,IL,PRIMARY
62644,STANDARD,HAVANA,IL,PRIMARY
62644,STANDARD,ECKARD,IL,ACCEPTABLE
62644,STANDARD,ENION,IL,ACCEPTABLE
62649,STANDARD,HETTICK,IL,PRIMARY
62650,STANDARD,JACKSONVILLE,IL,PRIMARY
62650,STANDARD,ARCADIA,IL,ACCEPTABLE
62650,STANDARD,ARNOLD,IL,ACCEPTABLE
62650,STANDARD,LYNNVILLE,IL,ACCEPTABLE
62650,STANDARD,MERRITT,IL,ACCEPTABLE
62650,STANDARD,PISGAH,IL,ACCEPTABLE
62650,STANDARD,SINCLAIR,IL,ACCEPTABLE
62651,PO BOX,JACKSONVILLE,IL,PRIMARY
62655,STANDARD,KILBOURNE,IL,PRIMARY
62656,STANDARD,LINCOLN,IL,PRIMARY
62659,STANDARD,LINCOLNS NEW SALEM,IL,PRIMARY
62659,STANDARD,LINCOLN NW SL,IL,ACCEPTABLE
62660,PO BOX,LITERBERRY,IL,PRIMARY
62661,STANDARD,LOAMI,IL,PRIMARY
62662,PO BOX,LOWDER,IL,PRIMARY
62662,PO BOX,WAVERLY,IL,NOT ACCEPTABLE
62663,PO BOX,MANCHESTER,IL,PRIMARY
62664,STANDARD,MASON CITY,IL,PRIMARY
62664,STANDARD,LUTHER,IL,ACCEPTABLE
62664,STANDARD,TEHERAN,IL,ACCEPTABLE
62665,STANDARD,MEREDOSIA,IL,PRIMARY
62665,STANDARD,NAPLES,IL,ACCEPTABLE
62665,STANDARD,SWEET WATER,IL,NOT ACCEPTABLE
62666,STANDARD,MIDDLETOWN,IL,PRIMARY
62667,STANDARD,MODESTO,IL,PRIMARY
62668,STANDARD,MURRAYVILLE,IL,PRIMARY
62668,STANDARD,NORTONVILLE,IL,ACCEPTABLE
62670,STANDARD,NEW BERLIN,IL,PRIMARY
62670,STANDARD,BATES,IL,ACCEPTABLE
62670,STANDARD,BERLIN,IL,ACCEPTABLE
62670,STANDARD,CURRAN,IL,ACCEPTABLE
62670,STANDARD,OLD BERLIN,IL,ACCEPTABLE
62671,STANDARD,NEW HOLLAND,IL,PRIMARY
62672,PO BOX,NILWOOD,IL,PRIMARY
62673,STANDARD,OAKFORD,IL,PRIMARY
62674,STANDARD,PALMYRA,IL,PRIMARY
62674,STANDARD,BARR,IL,ACCEPTABLE
62675,STANDARD,PETERSBURG,IL,PRIMARY
62675,STANDARD,ATTERBERRY,IL,ACCEPTABLE
62675,STANDARD,TICE,IL,ACCEPTABLE
62675,STANDARD,ATTERBURY,IL,NOT ACCEPTABLE
62677,STANDARD,PLEASANT PLAINS,IL,PRIMARY
62677,STANDARD,FARMINGDALE,IL,ACCEPTABLE
62677,STANDARD,PLEASANT PLNS,IL,ACCEPTABLE
62677,STANDARD,RICHLAND,IL,ACCEPTABLE
62677,STANDARD,SALISBURY,IL,ACCEPTABLE
62681,STANDARD,RUSHVILLE,IL,PRIMARY
62681,STANDARD,PLEASANT VIEW,IL,ACCEPTABLE
62681,STANDARD,RAY,IL,ACCEPTABLE
62682,STANDARD,SAN JOSE,IL,PRIMARY
62683,PO BOX,SCOTTVILLE,IL,PRIMARY
62684,STANDARD,SHERMAN,IL,PRIMARY
62684,STANDARD,BARCLAY,IL,ACCEPTABLE
62685,STANDARD,SHIPMAN,IL,PRIMARY
62685,STANDARD,PLAINVIEW,IL,ACCEPTABLE
62685,STANDARD,ROYAL LAKES,IL,ACCEPTABLE
62688,STANDARD,TALLULA,IL,PRIMARY
62689,PO BOX,THAYER,IL,PRIMARY
62690,STANDARD,VIRDEN,IL,PRIMARY
62691,STANDARD,VIRGINIA,IL,PRIMARY
62691,STANDARD,LITTLE INDIAN,IL,ACCEPTABLE
62692,STANDARD,WAVERLY,IL,PRIMARY
62693,STANDARD,WILLIAMSVILLE,IL,PRIMARY
62694,STANDARD,WINCHESTER,IL,PRIMARY
62694,STANDARD,RIGGSTON,IL,ACCEPTABLE
62695,PO BOX,WOODSON,IL,PRIMARY
62701,STANDARD,SPRINGFIELD,IL,PRIMARY
62702,STANDARD,SPRINGFIELD,IL,PRIMARY
62702,STANDARD,GRANDVIEW,IL,ACCEPTABLE
62703,STANDARD,SPRINGFIELD,IL,PRIMARY
62703,STANDARD,SOUTHERN VIEW,IL,ACCEPTABLE
62704,STANDARD,SPRINGFIELD,IL,PRIMARY
62704,STANDARD,JEROME,IL,ACCEPTABLE
62704,STANDARD,LELAND GROVE,IL,ACCEPTABLE
62705,PO BOX,SPRINGFIELD,IL,PRIMARY
62706,UNIQUE,SPRINGFIELD,IL,PRIMARY
62706,UNIQUE,STATE OF ILLINOIS,IL,NOT ACCEPTABLE
62707,STANDARD,SPRINGFIELD,IL,PRIMARY
62707,STANDARD,ANDREW,IL,ACCEPTABLE
62707,STANDARD,ARCHER,IL,ACCEPTABLE
62707,STANDARD,BISSELL,IL,ACCEPTABLE
62707,STANDARD,BRADFORDTON,IL,ACCEPTABLE
62707,STANDARD,CLEAR LAKE,IL,ACCEPTABLE
62707,STANDARD,RIDDLE HILL,IL,ACCEPTABLE
62707,STANDARD,DEVEREUX HEIGHTS,IL,NOT ACCEPTABLE
62708,PO BOX,SPRINGFIELD,IL,PRIMARY
62711,STANDARD,SPRINGFIELD,IL,PRIMARY
62712,STANDARD,SPRINGFIELD,IL,PRIMARY
62713,UNIQUE,SPRINGFIELD,IL,PRIMARY
62713,UNIQUE,FRANKLIN LIFE INS,IL,NOT ACCEPTABLE
62715,UNIQUE,SPRINGFIELD,IL,PRIMARY
62715,UNIQUE,HORACE MANN INS,IL,NOT ACCEPTABLE
62716,UNIQUE,SPRINGFIELD,IL,PRIMARY
62716,UNIQUE,HOPE SCHOOL,IL,NOT ACCEPTABLE
62719,UNIQUE,SPRINGFIELD,IL,PRIMARY
62719,UNIQUE,STATE REV BOX 3547,IL,NOT ACCEPTABLE
62721,UNIQUE,SPRINGFIELD,IL,PRIMARY
62721,UNIQUE,AMERITECH,IL,NOT ACCEPTABLE
62722,UNIQUE,SPRINGFIELD,IL,PRIMARY
62722,UNIQUE,SECY OF STATE VEHICLE SVCS,IL,NOT ACCEPTABLE
62723,UNIQUE,SPRINGFIELD,IL,PRIMARY
62723,UNIQUE,DRIVERS LIC DIV,IL,NOT ACCEPTABLE
62726,UNIQUE,SPRINGFIELD,IL,PRIMARY
62726,UNIQUE,STATE REV 3386,IL,NOT ACCEPTABLE
62736,UNIQUE,SPRINGFIELD,IL,PRIMARY
62736,UNIQUE,STATE REV 3667,IL,NOT ACCEPTABLE
62739,UNIQUE,SPRINGFIELD,IL,PRIMARY
62739,UNIQUE,C I P S,IL,NOT ACCEPTABLE
62746,UNIQUE,SPRINGFIELD,IL,PRIMARY
62746,UNIQUE,STATE REV 3707,IL,NOT ACCEPTABLE
62756,UNIQUE,SPRINGFIELD,IL,PRIMARY
62756,UNIQUE,ILL SECY STATE,IL,NOT ACCEPTABLE
62757,UNIQUE,SPRINGFIELD,IL,PRIMARY
62757,UNIQUE,DEPT PUBLIC PROPERTY CWLP,IL,NOT ACCEPTABLE
62761,UNIQUE,SPRINGFIELD,IL,PRIMARY
62761,UNIQUE,ILL DEPT PUBLIC HEALTH,IL,NOT ACCEPTABLE
62762,UNIQUE,SPRINGFIELD,IL,PRIMARY
62762,UNIQUE,ILL DEPT HUMAN SERVICES,IL,NOT ACCEPTABLE
62763,UNIQUE,SPRINGFIELD,IL,PRIMARY
62763,UNIQUE,HEALTHCARE AND FAMILY SERV,IL,NOT ACCEPTABLE
62764,UNIQUE,SPRINGFIELD,IL,PRIMARY
62764,UNIQUE,DEPT OF TRANSPORTATION,IL,NOT ACCEPTABLE
62765,UNIQUE,SPRINGFIELD,IL,PRIMARY
62765,UNIQUE,DHS DEPT OF MENTAL HEALTH,IL,NOT ACCEPTABLE
62766,UNIQUE,SPRINGFIELD,IL,PRIMARY
62766,UNIQUE,HWY ACCIDENT BUREAU,IL,NOT ACCEPTABLE
62767,UNIQUE,SPRINGFIELD,IL,PRIMARY
62767,UNIQUE,ILL DEPT INS,IL,NOT ACCEPTABLE
62769,UNIQUE,SPRINGFIELD,IL,PRIMARY
62769,UNIQUE,ST JOHNS HOSPITAL,IL,NOT ACCEPTABLE
62776,UNIQUE,SPRINGFIELD,IL,PRIMARY
62776,UNIQUE,ILL DEPT REVENUE,IL,NOT ACCEPTABLE
62777,UNIQUE,SPRINGFIELD,IL,PRIMARY
62777,UNIQUE,ILL OFFICE EDUC,IL,NOT ACCEPTABLE
62781,UNIQUE,SPRINGFIELD,IL,PRIMARY
62781,UNIQUE,MEMORIAL MED CTR,IL,NOT ACCEPTABLE
62786,UNIQUE,SPRINGFIELD,IL,PRIMARY
62786,UNIQUE,IL DEPT REG AND EDUC,IL,NOT ACCEPTABLE
62791,PO BOX,SPRINGFIELD,IL,PRIMARY
62794,PO BOX,SPRINGFIELD,IL,PRIMARY
62796,UNIQUE,SPRINGFIELD,IL,PRIMARY
62796,UNIQUE,ILL R O TAX DIV,IL,NOT ACCEPTABLE
62801,STANDARD,CENTRALIA,IL,PRIMARY
62801,STANDARD,CENTRAL CITY,IL,NOT ACCEPTABLE
62801,STANDARD,CRAVAT,IL,NOT ACCEPTABLE
62801,STANDARD,FINNEY HEIGHTS,IL,NOT ACCEPTABLE
62801,STANDARD,RACCOON,IL,NOT ACCEPTABLE
62801,STANDARD,SUBURBAN HEIGHTS,IL,NOT ACCEPTABLE
62801,STANDARD,WAMAC,IL,NOT ACCEPTABLE
62803,STANDARD,HOYLETON,IL,PRIMARY
62803,STANDARD,HUEGELY,IL,NOT ACCEPTABLE
62805,PO BOX,AKIN,IL,PRIMARY
62806,STANDARD,ALBION,IL,PRIMARY
62806,STANDARD,BLACK,IL,NOT ACCEPTABLE
62807,STANDARD,ALMA,IL,PRIMARY
62808,STANDARD,ASHLEY,IL,PRIMARY
62808,STANDARD,BOLO,IL,NOT ACCEPTABLE
62809,STANDARD,BARNHILL,IL,PRIMARY
62809,STANDARD,FAIRFIELD,IL,NOT ACCEPTABLE
62810,STANDARD,BELLE RIVE,IL,PRIMARY
62810,STANDARD,MOORES PRAIRIE,IL,NOT ACCEPTABLE
62811,PO BOX,BELLMONT,IL,PRIMARY
62812,STANDARD,BENTON,IL,PRIMARY
62812,STANDARD,BARREN,IL,NOT ACCEPTABLE
62812,STANDARD,EASTERN,IL,NOT ACCEPTABLE
62812,STANDARD,REND CITY,IL,NOT ACCEPTABLE
62812,STANDARD,STEEL CITY,IL,NOT ACCEPTABLE
62812,STANDARD,WEST CITY,IL,NOT ACCEPTABLE
62814,STANDARD,BLUFORD,IL,PRIMARY
62815,STANDARD,BONE GAP,IL,PRIMARY
62816,STANDARD,BONNIE,IL,PRIMARY
62816,STANDARD,NASON,IL,ACCEPTABLE
62817,STANDARD,BROUGHTON,IL,PRIMARY
62817,STANDARD,DALE,IL,ACCEPTABLE
62817,STANDARD,MAYBERRY,IL,NOT ACCEPTABLE
62817,STANDARD,SOUTH TWIGG,IL,NOT ACCEPTABLE
62817,STANDARD,WALPOLE,IL,NOT ACCEPTABLE
62818,STANDARD,BROWNS,IL,PRIMARY
62819,STANDARD,BUCKNER,IL,PRIMARY
62820,STANDARD,BURNT PRAIRIE,IL,PRIMARY
62820,STANDARD,PRAIRIE,IL,NOT ACCEPTABLE
62821,STANDARD,CARMI,IL,PRIMARY
62821,STANDARD,DOGTOWN,IL,NOT ACCEPTABLE
62821,STANDARD,EPWORTH,IL,NOT ACCEPTABLE
62821,STANDARD,RISING SUN,IL,NOT ACCEPTABLE
62822,STANDARD,CHRISTOPHER,IL,PRIMARY
62823,STANDARD,CISNE,IL,PRIMARY
62823,STANDARD,ENTERPRISE,IL,NOT ACCEPTABLE
62824,STANDARD,CLAY CITY,IL,PRIMARY
62825,PO BOX,COELLO,IL,PRIMARY
62827,STANDARD,CROSSVILLE,IL,PRIMARY
62827,STANDARD,CALVIN,IL,NOT ACCEPTABLE
62827,STANDARD,PHILLIPS,IL,NOT ACCEPTABLE
62827,STANDARD,PHILLIPSTOWN,IL,NOT ACCEPTABLE
62828,STANDARD,DAHLGREN,IL,PRIMARY
62828,STANDARD,BELLE PRAIRIE CITY,IL,NOT ACCEPTABLE
62829,PO BOX,DALE,IL,PRIMARY
62829,PO BOX,TWIGG,IL,NOT ACCEPTABLE
62830,STANDARD,DIX,IL,PRIMARY
62830,STANDARD,BOYD,IL,NOT ACCEPTABLE
62831,STANDARD,DU BOIS,IL,PRIMARY
62831,STANDARD,DUBOIS,IL,NOT ACCEPTABLE
62832,STANDARD,DU QUOIN,IL,PRIMARY
62832,STANDARD,SAINT JOHNS,IL,NOT ACCEPTABLE
62833,STANDARD,ELLERY,IL,PRIMARY
62834,PO BOX,EMMA,IL,PRIMARY
62835,STANDARD,ENFIELD,IL,PRIMARY
62836,STANDARD,EWING,IL,PRIMARY
62836,STANDARD,FRISCO,IL,NOT ACCEPTABLE
62837,STANDARD,FAIRFIELD,IL,PRIMARY
62837,STANDARD,BIG MOUND,IL,NOT ACCEPTABLE
62837,STANDARD,BOYLESTON,IL,NOT ACCEPTABLE
62837,STANDARD,CRESTVIEW TERRACE,IL,NOT ACCEPTABLE
62837,STANDARD,CUMBERLAND HEIGHTS,IL,NOT ACCEPTABLE
62837,STANDARD,GROVER,IL,NOT ACCEPTABLE
62837,STANDARD,JASPER,IL,NOT ACCEPTABLE
62837,STANDARD,MERRIAM,IL,NOT ACCEPTABLE
62838,STANDARD,FARINA,IL,PRIMARY
62838,STANDARD,IOLA,IL,ACCEPTABLE
62838,STANDARD,LOOGOOTEE,IL,ACCEPTABLE
62839,STANDARD,FLORA,IL,PRIMARY
62840,PO BOX,FRANKFORT HEIGHTS,IL,PRIMARY
62840,PO BOX,FRANKFORT HTS,IL,ACCEPTABLE
62841,PO BOX,FREEMAN SPUR,IL,PRIMARY
62842,STANDARD,GEFF,IL,PRIMARY
62842,STANDARD,ELM RIVER,IL,NOT ACCEPTABLE
62842,STANDARD,JEFFERSONVILLE,IL,NOT ACCEPTABLE
62842,STANDARD,LAMARD,IL,NOT ACCEPTABLE
62843,STANDARD,GOLDEN GATE,IL,PRIMARY
62843,STANDARD,ALBION,IL,NOT ACCEPTABLE
62843,STANDARD,GOLDENGATE,IL,NOT ACCEPTABLE
62844,STANDARD,GRAYVILLE,IL,PRIMARY
62846,STANDARD,INA,IL,PRIMARY
62846,STANDARD,SPRING GARDEN,IL,NOT ACCEPTABLE
62848,PO BOX,IRVINGTON,IL,PRIMARY
62849,STANDARD,IUKA,IL,PRIMARY
62849,STANDARD,HELM,IL,NOT ACCEPTABLE
62849,STANDARD,OMEGA,IL,NOT ACCEPTABLE
62849,STANDARD,SLAP OUT,IL,NOT ACCEPTABLE
62850,STANDARD,JOHNSONVILLE,IL,PRIMARY
62850,STANDARD,ORCHARDVILLE,IL,NOT ACCEPTABLE
62851,STANDARD,KEENES,IL,PRIMARY
62851,STANDARD,SHIELDS,IL,NOT ACCEPTABLE
62851,STANDARD,STRATTON,IL,NOT ACCEPTABLE
62852,PO BOX,KEENSBURG,IL,PRIMARY
62853,STANDARD,KELL,IL,PRIMARY
62853,STANDARD,CARTTER,IL,NOT ACCEPTABLE
62853,STANDARD,HAINES,IL,NOT ACCEPTABLE
62854,STANDARD,KINMUNDY,IL,PRIMARY
62855,PO BOX,LANCASTER,IL,PRIMARY
62855,PO BOX,MESA LAKE,IL,NOT ACCEPTABLE
62856,PO BOX,LOGAN,IL,PRIMARY
62856,PO BOX,HANAFORD,IL,NOT ACCEPTABLE
62857,PO BOX,ST JAMES,IL,NOT ACCEPTABLE
62857,PO BOX,LOOGOOTEE,IL,PRIMARY
62858,STANDARD,LOUISVILLE,IL,PRIMARY
62858,STANDARD,BIBLE GROVE,IL,ACCEPTABLE
62858,STANDARD,BLAIR,IL,NOT ACCEPTABLE
62858,STANDARD,HOOSIER,IL,NOT ACCEPTABLE
62858,STANDARD,HORD,IL,NOT ACCEPTABLE
62858,STANDARD,RIFFEL,IL,NOT ACCEPTABLE
62859,STANDARD,MC LEANSBORO,IL,PRIMARY
62859,STANDARD,DALE,IL,ACCEPTABLE
62859,STANDARD,CROOK,IL,NOT ACCEPTABLE
62859,STANDARD,DELAFIELD,IL,NOT ACCEPTABLE
62859,STANDARD,KNIGHT PRAIRIE,IL,NOT ACCEPTABLE
62859,STANDARD,MCLEANSBORO,IL,NOT ACCEPTABLE
62859,STANDARD,PIOPOLIS,IL,NOT ACCEPTABLE
62859,STANDARD,SOUTH CROUCH,IL,NOT ACCEPTABLE
62859,STANDARD,THACKERAY,IL,NOT ACCEPTABLE
62860,STANDARD,MACEDONIA,IL,PRIMARY
62861,PO BOX,MAUNIE,IL,PRIMARY
62862,STANDARD,MILL SHOALS,IL,PRIMARY
62863,STANDARD,MOUNT CARMEL,IL,PRIMARY
62863,STANDARD,COWLING,IL,NOT ACCEPTABLE
62863,STANDARD,FRIENDSVILLE,IL,NOT ACCEPTABLE
62863,STANDARD,MAUD,IL,NOT ACCEPTABLE
62863,STANDARD,MT CARMELL,IL,NOT ACCEPTABLE
62863,STANDARD,ODGEN,IL,NOT ACCEPTABLE
62863,STANDARD,PATTON,IL,NOT ACCEPTABLE
62864,STANDARD,MOUNT VERNON,IL,PRIMARY
62864,STANDARD,BAKERVILLE,IL,NOT ACCEPTABLE
62864,STANDARD,CAMP GROUND,IL,NOT ACCEPTABLE
62864,STANDARD,DODDS,IL,NOT ACCEPTABLE
62864,STANDARD,IDLEWOOD,IL,NOT ACCEPTABLE
62864,STANDARD,MARCOE,IL,NOT ACCEPTABLE
62864,STANDARD,MILLER LAKE,IL,NOT ACCEPTABLE
62864,STANDARD,MOUNT VERNON OUTLAND AIRPORT,IL,NOT ACCEPTABLE
62864,STANDARD,SUMMERSVILLE,IL,NOT ACCEPTABLE
62865,STANDARD,MULKEYTOWN,IL,PRIMARY
62865,STANDARD,CLEBURNE,IL,NOT ACCEPTABLE
62865,STANDARD,URBAIN,IL,NOT ACCEPTABLE
62866,PO BOX,NASON,IL,PRIMARY
62867,STANDARD,NEW HAVEN,IL,PRIMARY
62868,STANDARD,NOBLE,IL,PRIMARY
62868,STANDARD,WYNOOSE,IL,NOT ACCEPTABLE
62869,STANDARD,NORRIS CITY,IL,PRIMARY
62869,STANDARD,HERALD,IL,ACCEPTABLE
62869,STANDARD,GOSSETT,IL,NOT ACCEPTABLE
62869,STANDARD,HERALDS PRAIRIE,IL,NOT ACCEPTABLE
62870,STANDARD,ODIN,IL,PRIMARY
62871,STANDARD,OMAHA,IL,PRIMARY
62871,STANDARD,ASBURY,IL,NOT ACCEPTABLE
62871,STANDARD,ELBA,IL,NOT ACCEPTABLE
62872,STANDARD,OPDYKE,IL,PRIMARY
62872,STANDARD,MARLOW,IL,NOT ACCEPTABLE
62874,PO BOX,ORIENT,IL,PRIMARY
62875,STANDARD,PATOKA,IL,PRIMARY
62875,STANDARD,CARRIGAN,IL,NOT ACCEPTABLE
62875,STANDARD,POPE,IL,NOT ACCEPTABLE
62876,PO BOX,RADOM,IL,PRIMARY
62877,STANDARD,RICHVIEW,IL,PRIMARY
62878,STANDARD,RINARD,IL,PRIMARY
62878,STANDARD,KEITH,IL,NOT ACCEPTABLE
62879,PO BOX,SAILOR SPRINGS,IL,PRIMARY
62879,PO BOX,SAILOR SPGS,IL,ACCEPTABLE
62880,STANDARD,SAINT PETER,IL,PRIMARY
62880,STANDARD,FROGTOWN,IL,NOT ACCEPTABLE
62880,STANDARD,SAINT PAUL,IL,NOT ACCEPTABLE
62880,STANDARD,ST PAUL,IL,NOT ACCEPTABLE
62880,STANDARD,ST PETER,IL,NOT ACCEPTABLE
62881,STANDARD,SALEM,IL,PRIMARY
62882,STANDARD,SANDOVAL,IL,PRIMARY
62882,STANDARD,FAIRMAN,IL,NOT ACCEPTABLE
62882,STANDARD,GLEN RIDGE,IL,NOT ACCEPTABLE
62882,STANDARD,JUNCTION CITY,IL,NOT ACCEPTABLE
62883,STANDARD,SCHELLER,IL,PRIMARY
62884,STANDARD,SESSER,IL,PRIMARY
62884,STANDARD,GOODE,IL,NOT ACCEPTABLE
62885,STANDARD,SHOBONIER,IL,PRIMARY
62885,STANDARD,AUGSBURG,IL,NOT ACCEPTABLE
62885,STANDARD,STRINGTOWN,IL,NOT ACCEPTABLE
62885,STANDARD,WILBERTON,IL,NOT ACCEPTABLE
62885,STANDARD,WOODYARD,IL,NOT ACCEPTABLE
62886,STANDARD,SIMS,IL,PRIMARY
62886,STANDARD,ARRINGTON,IL,NOT ACCEPTABLE
62887,STANDARD,SPRINGERTON,IL,PRIMARY
62887,STANDARD,BUNGAY,IL,NOT ACCEPTABLE
62888,STANDARD,TAMAROA,IL,PRIMARY
62889,STANDARD,TEXICO,IL,PRIMARY
62889,STANDARD,DIVIDE,IL,NOT ACCEPTABLE
62890,STANDARD,THOMPSONVILLE,IL,PRIMARY
62890,STANDARD,AKIN,IL,ACCEPTABLE
62890,STANDARD,CAVE,IL,NOT ACCEPTABLE
62890,STANDARD,CORINTH,IL,NOT ACCEPTABLE
62890,STANDARD,PARRISH,IL,NOT ACCEPTABLE
62890,STANDARD,WEST END,IL,NOT ACCEPTABLE
62891,PO BOX,VALIER,IL,PRIMARY
62892,STANDARD,VERNON,IL,PRIMARY
62893,STANDARD,WALNUT HILL,IL,PRIMARY
62894,STANDARD,WALTONVILLE,IL,PRIMARY
62895,STANDARD,WAYNE CITY,IL,PRIMARY
62895,STANDARD,ADEN,IL,NOT ACCEPTABLE
62895,STANDARD,CRISP,IL,NOT ACCEPTABLE
62895,STANDARD,CROUCH,IL,NOT ACCEPTABLE
62895,STANDARD,FOUR MILE,IL,NOT ACCEPTABLE
62895,STANDARD,OREL,IL,NOT ACCEPTABLE
62896,STANDARD,WEST FRANKFORT,IL,PRIMARY
62896,STANDARD,W FRANKFORT,IL,ACCEPTABLE
62896,STANDARD,DEERING,IL,NOT ACCEPTABLE
62896,STANDARD,DENNING,IL,NOT ACCEPTABLE
62896,STANDARD,EZRA,IL,NOT ACCEPTABLE
62896,STANDARD,PLUMFIELD,IL,NOT ACCEPTABLE
62896,STANDARD,STIRITZ,IL,NOT ACCEPTABLE
62897,STANDARD,WHITTINGTON,IL,PRIMARY
62898,STANDARD,WOODLAWN,IL,PRIMARY
62898,STANDARD,DRIVERS,IL,NOT ACCEPTABLE
62898,STANDARD,GRAND PRAIRIE,IL,NOT ACCEPTABLE
62898,STANDARD,ROACHES,IL,NOT ACCEPTABLE
62899,STANDARD,XENIA,IL,PRIMARY
62899,STANDARD,GARDEN HILL,IL,NOT ACCEPTABLE
62899,STANDARD,OSKALOOSA,IL,NOT ACCEPTABLE
62899,STANDARD,SONGER,IL,NOT ACCEPTABLE
62899,STANDARD,ZENITH,IL,NOT ACCEPTABLE
62901,STANDARD,CARBONDALE,IL,PRIMARY
62901,STANDARD,BOSKYDELL,IL,NOT ACCEPTABLE
62901,STANDARD,BRIARWOOD TRACE,IL,NOT ACCEPTABLE
62901,STANDARD,BRUSH HILL,IL,NOT ACCEPTABLE
62901,STANDARD,CDALE,IL,NOT ACCEPTABLE
62901,STANDARD,CRAB ORCHARD ESTATES,IL,NOT ACCEPTABLE
62901,STANDARD,LAKE TACOMA,IL,NOT ACCEPTABLE
62901,STANDARD,LAKEWOOD PARK,IL,NOT ACCEPTABLE
62901,STANDARD,TRIPLE LAKE HEIGHTS,IL,NOT ACCEPTABLE
62902,STANDARD,CARBONDALE,IL,PRIMARY
62903,STANDARD,CARBONDALE,IL,PRIMARY
62905,STANDARD,ALTO PASS,IL,PRIMARY
62906,STANDARD,ANNA,IL,PRIMARY
62906,STANDARD,BALCOM,IL,NOT ACCEPTABLE
62906,STANDARD,SARATOGA,IL,NOT ACCEPTABLE
62907,STANDARD,AVA,IL,PRIMARY
62907,STANDARD,KINKAID,IL,NOT ACCEPTABLE
62908,STANDARD,BELKNAP,IL,PRIMARY
62908,STANDARD,MERMET,IL,NOT ACCEPTABLE
62909,PO BOX,BOLES,IL,PRIMARY
62910,STANDARD,BROOKPORT,IL,PRIMARY
62910,STANDARD,HAMLETSBURG,IL,ACCEPTABLE
62910,STANDARD,NEW LIBERTY,IL,ACCEPTABLE
62910,STANDARD,SHADY GROVE,IL,NOT ACCEPTABLE
62910,STANDARD,UNIONVILLE,IL,NOT ACCEPTABLE
62912,STANDARD,BUNCOMBE,IL,PRIMARY
62912,STANDARD,ELVIRA,IL,NOT ACCEPTABLE
62912,STANDARD,LICK CREEK,IL,NOT ACCEPTABLE
62914,STANDARD,CAIRO,IL,PRIMARY
62914,STANDARD,CACHE,IL,ACCEPTABLE
62914,STANDARD,FUTURE CITY,IL,NOT ACCEPTABLE
62914,STANDARD,KLONDIKE,IL,NOT ACCEPTABLE
62914,STANDARD,URBANDALE,IL,NOT ACCEPTABLE
62915,PO BOX,CAMBRIA,IL,PRIMARY
