Zipcode,ZipCodeType,City,State,LocationType
10311,STANDARD,STATEN ISLAND,NY,PRIMARY
10312,STANDARD,STATEN ISLAND,NY,PRIMARY
10313,PO BOX,STATEN ISLAND,NY,PRIMARY
10314,STANDARD,STATEN ISLAND,NY,PRIMARY
10451,STANDARD,BRONX,NY,PRIMARY
10452,STANDARD,BRONX,NY,PRIMARY
10452,STANDARD,HIGHBRIDGE,NY,NOT ACCEPTABLE
10452,STANDARD,STADIUM,NY,NOT ACCEPTABLE
10452,STANDARD,UNIVERSITY HEIGHTS,NY,NOT ACCEPTABLE
10453,STANDARD,BRONX,NY,PRIMARY
10454,STANDARD,BRONX,NY,PRIMARY
10454,STANDARD,MOTT HAVEN,NY,NOT ACCEPTABLE
10455,STANDARD,BRONX,NY,PRIMARY
10455,STANDARD,HUB,NY,NOT ACCEPTABLE
10456,STANDARD,BRONX,NY,PRIMARY
10456,STANDARD,MORRISANIA,NY,NOT ACCEPTABLE
10457,STANDARD,BRONX,NY,PRIMARY
10458,STANDARD,BRONX,NY,PRIMARY
10459,STANDARD,BRONX,NY,PRIMARY
10459,STANDARD,BOULEVARD,NY,NOT ACCEPTABLE
10459,STANDARD,LONGWOOD,NY,NOT ACCEPTABLE
10460,STANDARD,BRONX,NY,PRIMARY
10460,STANDARD,CROTONA PARK,NY,NOT ACCEPTABLE
10460,STANDARD,WEST FARMS,NY,NOT ACCEPTABLE
10461,STANDARD,BRONX,NY,PRIMARY
10461,STANDARD,MORRIS PARK,NY,NOT ACCEPTABLE
10461,STANDARD,PILGRIM,NY,NOT ACCEPTABLE
10461,STANDARD,WESTCHESTER,NY,NOT ACCEPTABLE
10462,STANDARD,BRONX,NY,PRIMARY
10463,STANDARD,BRONX,NY,PRIMARY
10463,STANDARD,RIVERDALE,NY,NOT ACCEPTABLE
10463,STANDARD,SPUYTEN DUYVIL,NY,NOT ACCEPTABLE
10464,STANDARD,BRONX,NY,PRIMARY
10465,STANDARD,BRONX,NY,PRIMARY
10465,STANDARD,THROGGS NECK,NY,NOT ACCEPTABLE
10466,STANDARD,BRONX,NY,PRIMARY
10466,STANDARD,WAKEFIELD,NY,NOT ACCEPTABLE
10467,STANDARD,BRONX,NY,PRIMARY
10467,STANDARD,ALLERTON,NY,NOT ACCEPTABLE
10467,STANDARD,MOSHOLU,NY,NOT ACCEPTABLE
10467,STANDARD,VAN COTT,NY,NOT ACCEPTABLE
10467,STANDARD,WILLIAMSBRIDGE,NY,NOT ACCEPTABLE
10468,STANDARD,BRONX,NY,PRIMARY
10468,STANDARD,JEROME,NY,NOT ACCEPTABLE
10469,STANDARD,BRONX,NY,PRIMARY
10469,STANDARD,BAYCHESTER,NY,NOT ACCEPTABLE
10469,STANDARD,ESPLANADE,NY,NOT ACCEPTABLE
10469,STANDARD,HILLSIDE,NY,NOT ACCEPTABLE
10470,STANDARD,BRONX,NY,PRIMARY
10471,STANDARD,BRONX,NY,PRIMARY
10471,STANDARD,RIVERDALE,NY,NOT ACCEPTABLE
10472,STANDARD,BRONX,NY,PRIMARY
10473,STANDARD,BRONX,NY,PRIMARY
10474,STANDARD,BRONX,NY,PRIMARY
10474,STANDARD,BOULEVARD,NY,NOT ACCEPTABLE
10475,STANDARD,BRONX,NY,PRIMARY
10499,UNIQUE,BRONX,NY,PRIMARY
10499,UNIQUE,PRIORITY MAIL CTR,NY,NOT ACCEPTABLE
10501,STANDARD,AMAWALK,NY,PRIMARY
10502,STANDARD,ARDSLEY,NY,PRIMARY
10502,STANDARD,CHAUNCEY,NY,NOT ACCEPTABLE
10503,PO BOX,ARDSLEY ON HUDSON,NY,PRIMARY
10503,PO BOX,ARDSLEY HDSN,NY,ACCEPTABLE
10504,STANDARD,ARMONK,NY,PRIMARY
10504,STANDARD,NORTH CASTLE,NY,ACCEPTABLE
10505,STANDARD,BALDWIN PLACE,NY,PRIMARY
10506,STANDARD,BEDFORD,NY,PRIMARY
10506,STANDARD,BANKSVILLE,NY,NOT ACCEPTABLE
10506,STANDARD,BEDFORD VILLAGE,NY,NOT ACCEPTABLE
10507,STANDARD,BEDFORD HILLS,NY,PRIMARY
10509,STANDARD,BREWSTER,NY,PRIMARY
10509,STANDARD,SEARS CORNERS,NY,NOT ACCEPTABLE
10509,STANDARD,SOUTHEAST,NY,NOT ACCEPTABLE
10510,STANDARD,BRIARCLIFF MANOR,NY,PRIMARY
10510,STANDARD,BRIARCLIFF,NY,ACCEPTABLE
10510,STANDARD,SCARBOROUGH,NY,ACCEPTABLE
10510,STANDARD,BRIARCLIFF MNR,NY,NOT ACCEPTABLE
10511,STANDARD,BUCHANAN,NY,PRIMARY
10512,STANDARD,CARMEL,NY,PRIMARY
10512,STANDARD,KENT LAKES,NY,ACCEPTABLE
10512,STANDARD,LAKE CARMEL,NY,NOT ACCEPTABLE
10514,STANDARD,CHAPPAQUA,NY,PRIMARY
10516,STANDARD,COLD SPRING,NY,PRIMARY
10516,STANDARD,NELSONVILLE,NY,ACCEPTABLE
10516,STANDARD,NORTH HIGHLAND,NY,NOT ACCEPTABLE
10516,STANDARD,PHILIPSTOWN,NY,NOT ACCEPTABLE
10517,PO BOX,CROMPOND,NY,PRIMARY
10518,STANDARD,CROSS RIVER,NY,PRIMARY
10519,PO BOX,CROTON FALLS,NY,PRIMARY
10520,STANDARD,CROTON ON HUDSON,NY,PRIMARY
10520,STANDARD,CROTON HDSN,NY,ACCEPTABLE
10520,STANDARD,CROTON,NY,NOT ACCEPTABLE
10520,STANDARD,CROTON HUDSON,NY,NOT ACCEPTABLE
10521,PO BOX,CROTON ON HUDSON,NY,PRIMARY
10521,PO BOX,CROTON HDSN,NY,ACCEPTABLE
10521,PO BOX,CRUGERS,NY,ACCEPTABLE
10522,STANDARD,DOBBS FERRY,NY,PRIMARY
10523,STANDARD,ELMSFORD,NY,PRIMARY
10524,STANDARD,GARRISON,NY,PRIMARY
10524,STANDARD,MANITOU,NY,NOT ACCEPTABLE
10526,STANDARD,GOLDENS BRIDGE,NY,PRIMARY
10526,STANDARD,GOLDENS BRG,NY,ACCEPTABLE
10527,STANDARD,GRANITE SPRINGS,NY,PRIMARY
10527,STANDARD,GRANITE SPGS,NY,ACCEPTABLE
10528,STANDARD,HARRISON,NY,PRIMARY
10530,STANDARD,HARTSDALE,NY,PRIMARY
10532,STANDARD,HAWTHORNE,NY,PRIMARY
10533,STANDARD,IRVINGTON,NY,PRIMARY
10533,STANDARD,EAST IRVINGTON,NY,NOT ACCEPTABLE
10533,STANDARD,IRVINGTON ON HUDSON,NY,NOT ACCEPTABLE
10535,STANDARD,JEFFERSON VALLEY,NY,PRIMARY
10535,STANDARD,JEFFERSON VLY,NY,ACCEPTABLE
10536,STANDARD,KATONAH,NY,PRIMARY
10536,STANDARD,LAKE KATONAH,NY,NOT ACCEPTABLE
10537,STANDARD,LAKE PEEKSKILL,NY,PRIMARY
10537,STANDARD,LK PEEKSKILL,NY,ACCEPTABLE
10538,STANDARD,LARCHMONT,NY,PRIMARY
10540,PO BOX,LINCOLNDALE,NY,PRIMARY
10541,STANDARD,MAHOPAC,NY,PRIMARY
10541,STANDARD,LAKE LINCOLND,NY,ACCEPTABLE
10541,STANDARD,LAKE LINCOLNDALE,NY,ACCEPTABLE
10541,STANDARD,LAKE MAHOPAC,NY,NOT ACCEPTABLE
10541,STANDARD,LAKE SECOR,NY,NOT ACCEPTABLE
10542,PO BOX,MAHOPAC FALLS,NY,PRIMARY
10543,STANDARD,MAMARONECK,NY,PRIMARY
10545,PO BOX,MARYKNOLL,NY,PRIMARY
10546,STANDARD,MILLWOOD,NY,PRIMARY
10547,STANDARD,MOHEGAN LAKE,NY,PRIMARY
10547,STANDARD,LAKE MOHEGAN,NY,NOT ACCEPTABLE
10548,STANDARD,MONTROSE,NY,PRIMARY
10549,STANDARD,MOUNT KISCO,NY,PRIMARY
10549,STANDARD,BEDFORD CORNERS,NY,ACCEPTABLE
10549,STANDARD,BEDFORD CORS,NY,ACCEPTABLE
10550,STANDARD,MOUNT VERNON,NY,PRIMARY
10551,PO BOX,MOUNT VERNON,NY,PRIMARY
10552,STANDARD,MOUNT VERNON,NY,PRIMARY
10552,STANDARD,FLEETWOOD,NY,ACCEPTABLE
10552,STANDARD,MT VERNON,NY,NOT ACCEPTABLE
10553,STANDARD,MOUNT VERNON,NY,PRIMARY
10553,STANDARD,MT VERNON,NY,NOT ACCEPTABLE
10557,UNIQUE,MOUNT VERNON,NY,PRIMARY
10557,UNIQUE,LINCOLN 1ST NAT BK NBW,NY,NOT ACCEPTABLE
10558,UNIQUE,BANK OF NEW YORK,NY,NOT ACCEPTABLE
10558,UNIQUE,MOUNT VERNON,NY,PRIMARY
10560,STANDARD,NORTH SALEM,NY,PRIMARY
10562,STANDARD,OSSINING,NY,PRIMARY
10562,STANDARD,CROTONVILLE,NY,NOT ACCEPTABLE
10562,STANDARD,KITCHAWAN,NY,NOT ACCEPTABLE
10566,STANDARD,PEEKSKILL,NY,PRIMARY
10567,STANDARD,CORTLANDT MANOR,NY,PRIMARY
10567,STANDARD,CORTLANDT MNR,NY,ACCEPTABLE
10570,STANDARD,PLEASANTVILLE,NY,PRIMARY
10571,UNIQUE,PLEASANTVILLE,NY,PRIMARY
10571,UNIQUE,READERS DIGEST,NY,NOT ACCEPTABLE
10572,UNIQUE,PLEASANTVILLE,NY,PRIMARY
10572,UNIQUE,READERS DIGEST,NY,NOT ACCEPTABLE
10573,STANDARD,PORT CHESTER,NY,PRIMARY
10573,STANDARD,RYE BROOK,NY,ACCEPTABLE
10573,STANDARD,PORTCHESTER,NY,NOT ACCEPTABLE
10576,STANDARD,POUND RIDGE,NY,PRIMARY
10576,STANDARD,SCOTTS CORNERS,NY,NOT ACCEPTABLE
10577,STANDARD,PURCHASE,NY,PRIMARY
10578,STANDARD,PURDYS,NY,PRIMARY
10578,STANDARD,PURDY STATION,NY,NOT ACCEPTABLE
10579,STANDARD,PUTNAM VALLEY,NY,PRIMARY
10579,STANDARD,ADAMS CORNERS,NY,NOT ACCEPTABLE
10579,STANDARD,CROFTS CORNERS,NY,NOT ACCEPTABLE
10579,STANDARD,OSCAWANA LAKE,NY,NOT ACCEPTABLE
10579,STANDARD,TOMPKINS CORNERS,NY,NOT ACCEPTABLE
10580,STANDARD,RYE,NY,PRIMARY
10583,STANDARD,SCARSDALE,NY,PRIMARY
10583,STANDARD,HEATHCOTE,NY,ACCEPTABLE
10583,STANDARD,EDGEMONT,NY,NOT ACCEPTABLE
10583,STANDARD,SCARSDALE PARK,NY,NOT ACCEPTABLE
10587,PO BOX,SHENOROCK,NY,PRIMARY
10588,STANDARD,SHRUB OAK,NY,PRIMARY
10589,STANDARD,SOMERS,NY,PRIMARY
10589,STANDARD,SOMERS TOWN,NY,NOT ACCEPTABLE
10590,STANDARD,SOUTH SALEM,NY,PRIMARY
10590,STANDARD,LAKE KITCHAWAN,NY,NOT ACCEPTABLE
10590,STANDARD,LEWISBORO,NY,NOT ACCEPTABLE
10591,STANDARD,TARRYTOWN,NY,PRIMARY
10591,STANDARD,N TARRYTOWN,NY,ACCEPTABLE
10591,STANDARD,NORTH TARRYTOWN,NY,ACCEPTABLE
10591,STANDARD,SLEEPY HOLLOW,NY,ACCEPTABLE
10591,STANDARD,PHILIPSE MANOR,NY,NOT ACCEPTABLE
10591,STANDARD,POCANTICO HILLS,NY,NOT ACCEPTABLE
10591,STANDARD,SLEEPY HOLLOW MANOR,NY,NOT ACCEPTABLE
10594,STANDARD,THORNWOOD,NY,PRIMARY
10595,STANDARD,VALHALLA,NY,PRIMARY
10595,STANDARD,EAST VIEW,NY,NOT ACCEPTABLE
10596,PO BOX,VERPLANCK,NY,PRIMARY
10597,STANDARD,WACCABUC,NY,PRIMARY
10598,STANDARD,YORKTOWN HEIGHTS,NY,PRIMARY
10598,STANDARD,YORKTOWN HTS,NY,ACCEPTABLE
10598,STANDARD,YORKTOWN,NY,NOT ACCEPTABLE
10598,STANDARD,YORKTOWN HGTS,NY,NOT ACCEPTABLE
10601,STANDARD,WHITE PLAINS,NY,PRIMARY
10602,PO BOX,WHITE PLAINS,NY,PRIMARY
10603,STANDARD,WHITE PLAINS,NY,PRIMARY
10603,STANDARD,N WHITE PLAINS,NY,ACCEPTABLE
10603,STANDARD,N WHITE PLNS,NY,ACCEPTABLE
10603,STANDARD,NORTH WHITE PLAINS,NY,NOT ACCEPTABLE
10604,STANDARD,WEST HARRISON,NY,PRIMARY
10604,STANDARD,W HARRISON,NY,ACCEPTABLE
10604,STANDARD,WHITE PLAINS,NY,ACCEPTABLE
10604,STANDARD,EAST WHITE PLAINS,NY,NOT ACCEPTABLE
10604,STANDARD,WESTCHESTER COUNTY AIRPORT,NY,NOT ACCEPTABLE
10605,STANDARD,WHITE PLAINS,NY,PRIMARY
10605,STANDARD,GEDNEY,NY,NOT ACCEPTABLE
10606,STANDARD,WHITE PLAINS,NY,PRIMARY
10607,STANDARD,WHITE PLAINS,NY,PRIMARY
10607,STANDARD,GREENBURGH,NY,NOT ACCEPTABLE
10610,PO BOX,WHITE PLAINS,NY,PRIMARY
10701,STANDARD,YONKERS,NY,PRIMARY
10702,STANDARD,YONKERS,NY,PRIMARY
10703,STANDARD,YONKERS,NY,PRIMARY
10704,STANDARD,YONKERS,NY,PRIMARY
10705,STANDARD,YONKERS,NY,PRIMARY
10706,STANDARD,HASTINGS ON HUDSON,NY,PRIMARY
10706,STANDARD,HASTINGS HDSN,NY,ACCEPTABLE
10706,STANDARD,YONKERS,NY,ACCEPTABLE
10706,STANDARD,HASTINGS HUDSON,NY,NOT ACCEPTABLE
10707,STANDARD,TUCKAHOE,NY,PRIMARY
10707,STANDARD,EASTCHESTER,NY,ACCEPTABLE
10707,STANDARD,YONKERS,NY,ACCEPTABLE
10708,STANDARD,BRONXVILLE,NY,PRIMARY
10708,STANDARD,YONKERS,NY,ACCEPTABLE
10709,STANDARD,EASTCHESTER,NY,PRIMARY
10709,STANDARD,YONKERS,NY,ACCEPTABLE
10710,STANDARD,YONKERS,NY,PRIMARY
10710,STANDARD,CENTUCK,NY,NOT ACCEPTABLE
10801,STANDARD,NEW ROCHELLE,NY,PRIMARY
10802,PO BOX,NEW ROCHELLE,NY,PRIMARY
10803,STANDARD,PELHAM,NY,PRIMARY
10803,STANDARD,NEW ROCHELLE,NY,NOT ACCEPTABLE
10803,STANDARD,PELHAM MANOR,NY,NOT ACCEPTABLE
10804,STANDARD,NEW ROCHELLE,NY,PRIMARY
10804,STANDARD,WYKAGYL,NY,ACCEPTABLE
10805,STANDARD,NEW ROCHELLE,NY,PRIMARY
10901,STANDARD,SUFFERN,NY,PRIMARY
10901,STANDARD,AIRMONT,NY,ACCEPTABLE
10901,STANDARD,MONTEBELLO,NY,ACCEPTABLE
10910,PO BOX,ARDEN,NY,PRIMARY
10911,STANDARD,BEAR MOUNTAIN,NY,PRIMARY
10912,PO BOX,BELLVALE,NY,PRIMARY
10913,STANDARD,BLAUVELT,NY,PRIMARY
10914,PO BOX,BLOOMING GROVE,NY,PRIMARY
10914,PO BOX,BLOOMING GRV,NY,ACCEPTABLE
10914,PO BOX,S BLOOMNG GRV,NY,ACCEPTABLE
10915,PO BOX,BULLVILLE,NY,PRIMARY
10916,STANDARD,CAMPBELL HALL,NY,PRIMARY
10916,STANDARD,CAMP BELL HALL,NY,NOT ACCEPTABLE
10917,STANDARD,CENTRAL VALLEY,NY,PRIMARY
10917,STANDARD,CENTRAL VLY,NY,ACCEPTABLE
10918,STANDARD,CHESTER,NY,PRIMARY
10919,STANDARD,CIRCLEVILLE,NY,PRIMARY
10920,STANDARD,CONGERS,NY,PRIMARY
10921,STANDARD,FLORIDA,NY,PRIMARY
10922,PO BOX,FORT MONTGOMERY,NY,PRIMARY
10922,PO BOX,FT MONTGOMERY,NY,ACCEPTABLE
10923,STANDARD,GARNERVILLE,NY,PRIMARY
10924,STANDARD,GOSHEN,NY,PRIMARY
10925,STANDARD,GREENWOOD LAKE,NY,PRIMARY
10925,STANDARD,GREENWOOD LK,NY,ACCEPTABLE
10926,STANDARD,HARRIMAN,NY,PRIMARY
10927,STANDARD,HAVERSTRAW,NY,PRIMARY
10928,STANDARD,HIGHLAND FALLS,NY,PRIMARY
10928,STANDARD,HIGHLAND FLS,NY,ACCEPTABLE
10930,STANDARD,HIGHLAND MILLS,NY,PRIMARY
10930,STANDARD,HIGHLAND MLS,NY,ACCEPTABLE
10931,STANDARD,HILLBURN,NY,PRIMARY
10932,PO BOX,HOWELLS,NY,PRIMARY
10933,PO BOX,JOHNSON,NY,PRIMARY
10940,STANDARD,MIDDLETOWN,NY,PRIMARY
10940,STANDARD,SCOTCHTOWN,NY,ACCEPTABLE
10940,STANDARD,SCOTCHTOWN BRANCH,NY,ACCEPTABLE
10941,STANDARD,MIDDLETOWN,NY,PRIMARY
10941,STANDARD,SCOTCHTOWN,NY,ACCEPTABLE
10941,STANDARD,SCOTCHTOWN BRANCH,NY,ACCEPTABLE
10943,UNIQUE,MIDDLETOWN,NY,PRIMARY
10943,UNIQUE,BLUE CROSS/BLUE SHIELD,NY,NOT ACCEPTABLE
10949,PO BOX,MONROE,NY,PRIMARY
10950,STANDARD,MONROE,NY,PRIMARY
10950,STANDARD,KIRYAS JOEL,NY,ACCEPTABLE
10950,STANDARD,S BLOOMNG GRV,NY,NOT ACCEPTABLE
10952,STANDARD,MONSEY,NY,PRIMARY
10952,STANDARD,AIRMONT,NY,ACCEPTABLE
10952,STANDARD,KASER,NY,ACCEPTABLE
10952,STANDARD,CHESTNUT RIDGE,NY,NOT ACCEPTABLE
10952,STANDARD,SUFFERN,NY,NOT ACCEPTABLE
10952,STANDARD,WESLEY HILLS,NY,NOT ACCEPTABLE
10953,PO BOX,MOUNTAINVILLE,NY,PRIMARY
10954,STANDARD,NANUET,NY,PRIMARY
10954,STANDARD,BARDONIA,NY,ACCEPTABLE
10956,STANDARD,NEW CITY,NY,PRIMARY
10956,STANDARD,CLARKSTOWN,NY,NOT ACCEPTABLE
10958,STANDARD,NEW HAMPTON,NY,PRIMARY
10959,PO BOX,NEW MILFORD,NY,PRIMARY
10960,STANDARD,NYACK,NY,PRIMARY
10960,STANDARD,GRAND VIEW-ON-HUDSON,NY,ACCEPTABLE
10960,STANDARD,GRND VW HUDSN,NY,ACCEPTABLE
10960,STANDARD,CENTRAL NYACK,NY,NOT ACCEPTABLE
10960,STANDARD,GRANDVIEW,NY,NOT ACCEPTABLE
10960,STANDARD,GRANDVIEW ON HUDSON,NY,NOT ACCEPTABLE
10960,STANDARD,SOUTH NYACK,NY,NOT ACCEPTABLE
10960,STANDARD,UPPER GRANDVIEW,NY,NOT ACCEPTABLE
10960,STANDARD,UPPER NYACK,NY,NOT ACCEPTABLE
10962,STANDARD,ORANGEBURG,NY,PRIMARY
10963,STANDARD,OTISVILLE,NY,PRIMARY
10964,STANDARD,PALISADES,NY,PRIMARY
10965,STANDARD,PEARL RIVER,NY,PRIMARY
10965,STANDARD,CHESTNUT RIDGE,NY,NOT ACCEPTABLE
10968,STANDARD,PIERMONT,NY,PRIMARY
10968,STANDARD,GRAND VIEW-ON-HUDSON,NY,NOT ACCEPTABLE
10969,STANDARD,PINE ISLAND,NY,PRIMARY
10970,STANDARD,POMONA,NY,PRIMARY
10970,STANDARD,MOUNT IVY,NY,NOT ACCEPTABLE
10973,STANDARD,SLATE HILL,NY,PRIMARY
10974,STANDARD,SLOATSBURG,NY,PRIMARY
10975,STANDARD,SOUTHFIELDS,NY,PRIMARY
10976,STANDARD,SPARKILL,NY,PRIMARY
10977,STANDARD,SPRING VALLEY,NY,PRIMARY
10977,STANDARD,CHESTNUT RDG,NY,ACCEPTABLE
10977,STANDARD,CHESTNUT RIDGE,NY,ACCEPTABLE
10977,STANDARD,NEW SQUARE,NY,ACCEPTABLE
10977,STANDARD,KASER,NY,NOT ACCEPTABLE
10977,STANDARD,NEW HEMPSTEAD,NY,NOT ACCEPTABLE
10977,STANDARD,WESLEY HILLS,NY,NOT ACCEPTABLE
10979,PO BOX,STERLING FOREST,NY,PRIMARY
10979,PO BOX,STERLING FRST,NY,ACCEPTABLE
10980,STANDARD,STONY POINT,NY,PRIMARY
10980,STANDARD,GRASSY POINT,NY,NOT ACCEPTABLE
10981,PO BOX,SUGAR LOAF,NY,PRIMARY
10982,PO BOX,TALLMAN,NY,PRIMARY
10983,STANDARD,TAPPAN,NY,PRIMARY
10984,STANDARD,THIELLS,NY,PRIMARY
10985,STANDARD,THOMPSON RIDGE,NY,PRIMARY
10985,STANDARD,THOMPSON RDG,NY,ACCEPTABLE
10986,STANDARD,TOMKINS COVE,NY,PRIMARY
10987,STANDARD,TUXEDO PARK,NY,PRIMARY
10987,STANDARD,TUXEDO,NY,NOT ACCEPTABLE
10988,PO BOX,UNIONVILLE,NY,PRIMARY
10989,STANDARD,VALLEY COTTAGE,NY,PRIMARY
10989,STANDARD,VLY COTTAGE,NY,ACCEPTABLE
10990,STANDARD,WARWICK,NY,PRIMARY
10992,STANDARD,WASHINGTONVILLE,NY,PRIMARY
10992,STANDARD,WASHINGTONVLE,NY,ACCEPTABLE
10993,STANDARD,WEST HAVERSTRAW,NY,PRIMARY
10993,STANDARD,W HAVERSTRAW,NY,ACCEPTABLE
10994,STANDARD,WEST NYACK,NY,PRIMARY
10996,STANDARD,WEST POINT,NY,PRIMARY
10996,STANDARD,UNITED STATES MILITARY ACADE,NY,NOT ACCEPTABLE
10996,STANDARD,WEST POINT MILITARY RESERVAT,NY,NOT ACCEPTABLE
10997,PO BOX,WEST POINT,NY,PRIMARY
10997,PO BOX,U S C C,NY,NOT ACCEPTABLE
10998,STANDARD,WESTTOWN,NY,PRIMARY
11001,STANDARD,FLORAL PARK,NY,PRIMARY
11001,STANDARD,BELLEROSE VIL,NY,ACCEPTABLE
11001,STANDARD,BELLEROSE VILLAGE,NY,ACCEPTABLE
11001,STANDARD,S FLORAL PARK,NY,ACCEPTABLE
11001,STANDARD,SOUTH FLORAL PARK,NY,ACCEPTABLE
11001,STANDARD,BELLEROSE TERRACE,NY,NOT ACCEPTABLE
11001,STANDARD,BELLROSE VILLAGE,NY,NOT ACCEPTABLE
11001,STANDARD,SO FLORAL PARK,NY,NOT ACCEPTABLE
11002,PO BOX,FLORAL PARK,NY,PRIMARY
11003,STANDARD,ELMONT,NY,PRIMARY
11003,STANDARD,ALDEN MANOR,NY,ACCEPTABLE
11003,STANDARD,FLORAL PARK,NY,ACCEPTABLE
11003,STANDARD,MEACHAM,NY,ACCEPTABLE
11003,STANDARD,ARGO VILLAGE,NY,NOT ACCEPTABLE
11003,STANDARD,LOCUSTWOOD,NY,NOT ACCEPTABLE
11004,STANDARD,GLEN OAKS,NY,PRIMARY
11004,STANDARD,FLORAL PARK,NY,ACCEPTABLE
11005,STANDARD,FLORAL PARK,NY,PRIMARY
11010,STANDARD,FRANKLIN SQUARE,NY,PRIMARY
11010,STANDARD,FRANKLIN SQ,NY,ACCEPTABLE
11020,STANDARD,GREAT NECK,NY,PRIMARY
11020,STANDARD,LAKE SUCCESS,NY,ACCEPTABLE
11020,STANDARD,GREAT NK,NY,NOT ACCEPTABLE
11020,STANDARD,GRT NECK,NY,NOT ACCEPTABLE
11020,STANDARD,GT NECK,NY,NOT ACCEPTABLE
11020,STANDARD,UNIVERSITY GARDENS,NY,NOT ACCEPTABLE
11021,STANDARD,GREAT NECK,NY,PRIMARY
11021,STANDARD,GREAT NCK PLZ,NY,ACCEPTABLE
11021,STANDARD,GREAT NECK PLAZA,NY,ACCEPTABLE
11021,STANDARD,ALLENWOOD,NY,NOT ACCEPTABLE
11021,STANDARD,GREAT NECK ESTATES,NY,NOT ACCEPTABLE
11021,STANDARD,KENSINGTON,NY,NOT ACCEPTABLE
11021,STANDARD,RUSSELL GARDENS,NY,NOT ACCEPTABLE
11021,STANDARD,SADDLE ROCK ESTATES,NY,NOT ACCEPTABLE
11021,STANDARD,THOMASTON,NY,NOT ACCEPTABLE
11022,PO BOX,GREAT NECK,NY,PRIMARY
11022,PO BOX,LAKE GARDENS,NY,NOT ACCEPTABLE
11023,STANDARD,GREAT NECK,NY,PRIMARY
11023,STANDARD,HARBOR HILLS,NY,NOT ACCEPTABLE
11023,STANDARD,OLD VILLAGE,NY,NOT ACCEPTABLE
11023,STANDARD,SADDLE ROCK,NY,NOT ACCEPTABLE
11024,STANDARD,GREAT NECK,NY,PRIMARY
11024,STANDARD,KINGS POINT,NY,ACCEPTABLE
11024,STANDARD,KENILWORTH,NY,NOT ACCEPTABLE
11024,STANDARD,USMMA,NY,NOT ACCEPTABLE
11025,UNIQUE,AMERICAN EXPRESS,NY,NOT ACCEPTABLE
11025,UNIQUE,GREAT NECK,NY,PRIMARY
11026,PO BOX,GREAT NECK,NY,PRIMARY
11027,PO BOX,GREAT NECK,NY,PRIMARY
11030,STANDARD,MANHASSET,NY,PRIMARY
11030,STANDARD,PLANDOME,NY,ACCEPTABLE
11040,STANDARD,NEW HYDE PARK,NY,PRIMARY
11040,STANDARD,GARDEN CITY P,NY,ACCEPTABLE
11040,STANDARD,GARDEN CITY PARK,NY,ACCEPTABLE
11040,STANDARD,HILLSIDE MANOR,NY,ACCEPTABLE
11040,STANDARD,HILLSIDE MNR,NY,ACCEPTABLE
11040,STANDARD,MANHASSET HIL,NY,ACCEPTABLE
11040,STANDARD,MANHASSET HILLS,NY,ACCEPTABLE
11040,STANDARD,N NEW HYDE PK,NY,ACCEPTABLE
11040,STANDARD,NORTH HILLS,NY,ACCEPTABLE
11040,STANDARD,NORTH NEW HYDE PARK,NY,ACCEPTABLE
11040,STANDARD,GDN CITY PARK,NY,NOT ACCEPTABLE
11040,STANDARD,HERRICKS,NY,NOT ACCEPTABLE
11040,STANDARD,LAKE SUCCESS,NY,NOT ACCEPTABLE
11040,STANDARD,LAKEVILLE ESTATES,NY,NOT ACCEPTABLE
11040,STANDARD,N H P,NY,NOT ACCEPTABLE
11040,STANDARD,NO NEW HYDE PARK,NY,NOT ACCEPTABLE
11041,UNIQUE,NEW HYDE PARK,NY,PRIMARY
11041,UNIQUE,VISA,NY,NOT ACCEPTABLE
11042,STANDARD,NEW HYDE PARK,NY,PRIMARY
11042,STANDARD,N NEW HYDE PK,NY,ACCEPTABLE
11042,STANDARD,NORTH NEW HYDE PARK,NY,ACCEPTABLE
11042,STANDARD,LAKE SUCCESS,NY,NOT ACCEPTABLE
11043,UNIQUE,INDEPENDENT ELECT OF AMER,NY,NOT ACCEPTABLE
11043,UNIQUE,NEW HYDE PARK,NY,PRIMARY
11044,UNIQUE,EASTERN STATES BKCARD ASSOC,NY,ACCEPTABLE
11044,UNIQUE,NEW HYDE PARK,NY,PRIMARY
11050,STANDARD,PORT WASHINGTON,NY,PRIMARY
11050,STANDARD,PRT WASHINGTN,NY,ACCEPTABLE
11050,STANDARD,SANDS POINT,NY,ACCEPTABLE
11050,STANDARD,BAXTER ESTATES,NY,NOT ACCEPTABLE
11050,STANDARD,HARBOR ACRES,NY,NOT ACCEPTABLE
11050,STANDARD,MANORHAVEN,NY,NOT ACCEPTABLE
11050,STANDARD,PORT WASH,NY,NOT ACCEPTABLE
11050,STANDARD,PR WASH,NY,NOT ACCEPTABLE
11050,STANDARD,PR WSHNGTN,NY,NOT ACCEPTABLE
11050,STANDARD,PT WASH,NY,NOT ACCEPTABLE
11050,STANDARD,THE TERRACE,NY,NOT ACCEPTABLE
11051,UNIQUE,PORT WASHINGTON,NY,PRIMARY
11051,UNIQUE,PRT WASHINGTN,NY,ACCEPTABLE
11051,UNIQUE,PUBLISHERS CLEARING HSE BRM,NY,NOT ACCEPTABLE
11052,UNIQUE,PORT WASHINGTON,NY,PRIMARY
11052,UNIQUE,PRT WASHINGTN,NY,ACCEPTABLE
